title,SGR_id
State of the Mind: Growing up with HIV,85091101848
Impact of probiotic supplementation and the role of gut microbiome in obesity,85129794271
Heterogeneous network propagation with forward similarity integration to enhance drug-target association prediction,85141790110
Comprehensive analysis (aerobic/anaerobic molecular recognitions band-position and degradation-mechanism) of undoped and Co-doped anatase-brookite - An experimental/theoretical evaluation of the less-studied TiO2 mixed phase,85153935023
Multivariate statistical analysis of the hydrochemical characteristics of a volcano sedimentary aquifer in Saraburi Province Thailand,85093971880
Gastrointestinal barriers to levodopa transport and absorption in Parkinson's disease,85150523936
A systematic review and meta-analysis of structural and functional brain alterations in individuals with genetic and clinical high-risk for psychosis and bipolar disorder,85125711346
Comprehensive drug response profiling and pan-omic analysis identified therapeutic candidates and prognostic biomarkers for Asian cholangiocarcinoma,85139665462
Transcriptomic Profiling of Peripheral Edge of Lesions to Elucidate the Pathogenesis of Psoriasis Vulgaris,85129168765
Recent Developments and Applications of Microfluidic Paper-Based Analytical Devices for the Detection of Biological and Chemical Hazards in Foods: A Critical Review,85111408415
Nanocellulose Materials and Composites for Emerging Applications,85156090141
Natural Kaolin-Based Ni Catalysts for CO2Methanation: On the Effect of Ce Enhancement and Microwave-Assisted Hydrothermal Synthesis,85108431701
Bacopa monnieri protects neuronal cell line and Caenorhabditis elegans models of Alzheimer's disease through sigma-1 receptor antagonist sensitive and antioxidant pathways,85146167745
Plant-Produced Receptor-Binding Domain of SARS-CoV-2 Elicits Potent Neutralizing Responses in Mice and Non-human Primates,85107053622
Comparison of major depression diagnostic classification probability using the SCID CIDI and MINI diagnostic interviews among women in pregnancy or postpartum: An individual participant data meta-analysis,85073948478
Antimicrobial products: An important feature of lab and their applications,85118431291
The Role of Choline in Neurodevelopmental Disorders—A Narrative Review Focusing on ASC ADHD and Dyslexia,85164746686
Addressing Nanovaccine Strategies for Tilapia,85169006858
A Systematic Survey on Implementation of Fuzzy Regression Models for Real Life Applications,85165671759
Complementary molecular and visual sampling of fish on oil and gas platforms provides superior biodiversity characterisation,85133458057
Genotype Shift of Malaysian Porcine Circovirus 2 (PCV2) from PCV2b to PCV2d within a Decade,85136227534
International optimism: Correlates and consequences of dispositional optimism across 61 countries,85089990352
3D-Printed Biomaterials in Biomedical Application,85160133908
Exploration of the Gut Microbiome in Thai Patients with Major Depressive Disorder Shows a Specific Bacterial Profile with Depletion of the Ruminococcus Genus as a Putative Biomarker,85159233899
Lactobacillus rhamnosus attenuates Thai chili extracts induced gut inflammation and dysbiosis despite capsaicin bactericidal effect against the probiotics a possible toxicity of high dose capsaicin,85121614730
Esophageal motility disorders on high-resolution manometry: Chicago classification version 4.0©,85098240896
Magnetic bioassembly platforms towards the generation of extracellular vesicles from human salivary gland functional organoids for epithelial repair,85124675545
Environmental Neuro-immune and Neuro-oxidative Stress Interactions in Chronic Fatigue Syndrome,85089034384
A New Paradigm Shift in Gastroparesis Management,85142400526
Gastrointestinal manifestations of long-term effects after COVID-19 infection in patients with dialysis or kidney transplantation: An observational cohort study,85160977963
Acute Kidney Injury Induced Lupus Exacerbation Through the Enhanced Neutrophil Extracellular Traps (and Apoptosis) in Fcgr2b Deficient Lupus Mice With Renal Ischemia Reperfusion Injury,85109682906
Metabolome-wide association study of the relationship between chlorpyrifos exposure and first trimester serum metabolite levels in pregnant Thai farmworkers,85138607322
Are there differences in lipid peroxidation and immune biomarkers between major depression and bipolar disorder: Effects of melancholia atypical depression severity of illness episode number suicidal ideation and prior suicide attempts,85029219052
Regulatory Effects of Thai Rice By-Product Extracts from Oryza sativa L. cv. Bue Bang 3 CMU and Bue Bang 4 CMU on Melanin Production Nitric Oxide Secretion and Steroid 5α-Reductase Inhibition,85147873754
Optical Coherence Tomography Angiography in Glaucoma Care,85052102647
Innate Lymphoid Cells Activation and Transcriptomic Changes in Response to Human Dengue Infection,85107177477
Pharmacophore-Based Virtual Screening and Experimental Validation of Pyrazolone-Derived Inhibitors toward Janus Kinases,85138029142
Chitosan-coated nanostructured lipid carriers for transdermal delivery of tetrahydrocurcumin for breast cancer therapy,85127091197
How to Sequence Therapies in Peripheral T Cell Lymphoma,85109190174
Monkeypox: Immune response vaccination and preventive efforts,85143122544
A review on the synthesis and properties of hydroxyapatite for biomedical applications,85120803792
Increased C-reactive protein concentration and suicidal behavior in people with psychiatric disorders: A systematic review and meta-analysis,85113336032
Streptomyces: Distribution biocontrol and plant growth promoting activity,85118422556
Identification of Promising Sulfonamide Chalcones as Inhibitors of SARS-CoV-2 3CLpro through Structure-Based Virtual Screening and Experimental Approaches,85168807341
Overview of Artificial Intelligence Systems in Ophthalmology,85143848866
Immune-Inflammatory Metabolic Oxidative and Nitrosative Stress Biomarkers Predict Acute Ischemic Stroke and Short-Term Outcome,85085004282
Effective Cu/Re promoted Ni-supported γ-Al2O3 catalyst for upgrading algae bio-crude oil produced by hydrothermal liquefaction,85101709949
Pharmacogenomics: A new approach for preventing severe cutaneous adverse drug reactions,85063186796
A genome scan of diversifying selection in Ophiocordyceps zombie-ant fungi suggests a role for enterotoxins in co-evolution and host specificity,85052810735
Long-term antiretroviral therapy initiated in acute HIV infection prevents residual dysfunction of HIV-specific CD8+ T cells,85137405293
Partitioning growing season water balance within a forested boreal catchment using sap flux eddy covariance and a process-based model,85086369711
Electrode polymer binders for supercapacitor applications: A review,85148326328
Treatment of Dry Eye Disease in Asia,85130652791
Establishing an ocean acidification monitoring system for the tropical waters of Indonesia facing regional climate variability,85103594764
Subfamily Cheloninae Foerster 1863,85137567976
Adherence to Dihydroartemisinin + Piperaquine Treatment Regimen in Low and High Endemic Areas in Indonesia,85127199258
Quasars That Have Transitioned from Radio-quiet to Radio-loud on Decadal Timescales Revealed by VLASS and FIRST,85098285100
Lacticaseibacilli attenuated fecal dysbiosis and metabolome changes in Candida-administered bilateral nephrectomy mice,85150730542
A review of the recovery of precious metals using ionic liquid extractants in hydrometallurgical processes,85094314833
In Silico Evaluation of CRISPR-Based Assays for Effective Detection of SARS-CoV-2,85138520496
Comparative characteristic study from bone marrow-derived mesenchymal stem cells,85114829222
Usability and feasibility of PreventS-MD web app for stroke prevention,85170270707
Dating deformation using sheared leucogranite: temporal constraints by 40Ar/39Ar thermochronology for the Mae Ping shear zone NW Thailand,85112301438
Sex steroid metabolism and actions in non-small cell lung carcinoma,85070782750
The role of live streaming in building consumer trust and engagement with social commerce sellers,85052740804
Progress of water desalination applications based on wettability and surface characteristics of graphene and graphene oxide: A review,85140005099
Emulsion Technology in Nuclear Medicine: Targeted Radionuclide Therapies Radiosensitizers and Imaging Agents,85167371619
Cyclic GMP–AMP Synthase (cGAS) Deletion Reduces Severity in Bilateral Nephrectomy Mice through Changes in Neutrophil Extracellular Traps and Mitochondrial Respiration,85153732325
In vitro generation of transplantable insulin-producing cells from canine adipose-derived mesenchymal stem cells,85131167503
The tryptophan catabolite or kynurenine pathway in COVID-19 and critical COVID-19: a systematic review and meta-analysis,85134228983
Innate Immunity Response to BK Virus Infection in Polyomavirus-Associated Nephropathy in Kidney Transplant Recipients,85133231839
Butterfly-parasitoid-hostplant interactions in Western Palaearctic Hesperiidae: a DNA barcoding reference library,85142876460
Challenges of International Law in the Asian Region: An Introduction,85150581442
The role of filamentous fungi in advancing the development of a sustainable circular bioeconomy,85121205298
Long-Term Isotope Evidence on the Diet and Habitat Breadth of Pleistocene to Holocene Caprines in Thailand: Implications for the Extirpation and Conservation of Himalayan Gorals,85084259500
Receptor-interacting protein kinase 1 is a key mediator in TLR3 ligand and Smac mimetic-induced cell death and suppresses TLR3 ligand-promoted invasion in cholangiocarcinoma,85092472405
Anodized TiO2 nanotubes arrays as microbial fuel cell (MFC) electrodes for wastewater treatment: An overview,85149307758
High-Dose Intravenous Ascorbate in Sepsis a Pro-Oxidant Enhanced Microbicidal Activity and the Effect on Neutrophil Functions,85146803655
High-Resolution Multiproxy Record of Environmental Changes and Anthropogenic Activities at Unguja Ukuu Zanzibar Tanzania during the Last 5000 Years,85150977705
Uremia‐Induced Gut Barrier Defect in 5/6 Nephrectomized Mice Is Worsened by Candida Administration through a Synergy of Uremic Toxin Lipopolysaccharide and (1à3)‐β‐D‐ Glucan but Is Attenuated by Lacticaseibacillus rhamnosus L34,85125063558
Consensus recommendations of three-dimensional visualization for diagnosis and management of liver diseases,85087609785
Beta-Glucan from S. cerevisiae Protected AOM-Induced Colon Cancer in cGAS-Deficient Mice Partly through Dectin-1-Manipulated Macrophage Cell Energy,85138419529
Data-driven methods distort optimal cutoffs and accuracy estimates of depression screening tools: a simulation study using individual participant data,85105570449
Construction and Validation of a Chloroplast Expression Vector for the Production of Recombinant Proteins in Chlorella vulgaris,85134063022
Characteristics and Risk Assessment of Environmentally Persistent Free Radicals (EPFRs) of PM2.5 in Lahore Pakistan,85147893289
A Current Overview of Cyclodextrin-Based Nanocarriers for Enhanced Antifungal Delivery,85144670170
Digital health technology for non-motor symptoms in people with Parkinson's disease: Futile or future?,85111925272
Developmental and environmental modulation of fecal thyroid hormone levels in wild Assamese macaques (Macaca assamensis),85162847096
Potential Oral Anticancer Therapeutic Agents of Hexahydrocurcumin-Encapsulated Chitosan Nanoparticles against MDA-MB-231 Breast Cancer Cells,85149143013
Multifunctional polymeric nanogels for biomedical applications,85119958418
Practical management of acne for clinicians: An international consensus from the Global Alliance to Improve Outcomes in Acne,85044378648
Candida administration in bilateral nephrectomy mice elevates serum (1→3)-β-d-glucan that enhances systemic inflammation through energy augmentation in macrophages,85105531302
Computational prediction of MHC anchor locations guides neoantigen identification and prioritization,85152049697
Biodiversity ecology and taxonomy of sediment-dwelling Dendrophylliidae (Anthozoa Scleractinia) in the Gulf of Thailand,85163976236
DBP biodegradation kinetics by Acinetobacter sp.33F in pristine agricultural soil,85096481690
A Checklist of the Herpetofauna of Nusa Kambangan Island Central Java Indonesia,85134604039
A Causal-Pathway Phenotype of Chronic Fatigue Syndrome due to He-modialysis in Patients with End-Stage Renal Disease,85141525193
A multi-epitope chimeric protein elicited a strong antibody response and partial protection against Edwardsiella ictaluri in Nile tilapia,85114049322
Role of P-selectin hemopexin lactoferrin iron and ferritin in patients with giardiasis and amoebiasis: a narrative review,85140246307
Specific interaction of DDX6 with an RNA hairpin in the 39 UTR of the dengue virus genome mediates G1 phase arrest,85112269715
Testing the factors controlling the numbers of microplastics on beaches along the western Gulf of Thailand,85105575798
Establishment of human-induced pluripotent stem cell-derived neurons—a promising in vitro model for a molecular study of rabies virus and host interaction,85118405619
COVID-19 experience transforming the protective environment of office buildings and spaces,85120966668
Adopting the Rumsfeld approach to understanding the action of levodopa and apomorphine in Parkinson’s disease,85160234093
Photo-response range extension of Z-scheme ZnO/CdS for LED-light-driven photo-active catalyst,85166298763
Neural alterations in working memory of mild-moderate TBI: An fMRI study in Malaysia,85125096197
Effects of vermicompost leachate on nitrogen phosphorus and microbiome in a food waste bioponic system,85152719545
Epigenetic Gene-Regulatory Loci in Alu Elements Associated with Autism Susceptibility in the Prefrontal Cortex of ASD,85158037627
Epidemiology of anal human papillomavirus infection and high-grade squamous intraepithelial lesions in 29 900 men according to HIV status sexuality and age: a collaborative pooled analysis of 64 studies,85115903185
Major Differences in Neurooxidative and Neuronitrosative Stress Pathways Between Major Depressive Disorder and Types I and II Bipolar Disorder,85045765941
Biological Functions and Activities of Rice Bran as a Functional Ingredient: A Review,85121719004
Hepatitis B virus vaccine immune response and mortality in dialysis patients: a meta-analysis,85074888944
Stability Enhancement of Zinc-Ion Batteries Using Non-Aqueous Electrolytes,85124751661
Controlled release fertilizers: A review on coating materials and mechanism of release,85099957102
Synthesis and properties of copper doped zinc oxide thin films by sol-gel spin coating and dipping: A characterization review,85133427714
Static analysis of planar arbitrarily curved microbeams with the modified couple stress theory and Euler-Bernoulli beam model,85135857857
Durability and Degradation Issues in Solid Oxide Electrolysis Cells,85159073994
Electric field analysis polarization excitation wavelength dependence and novel applications of tip-enhanced Raman scattering,85108346139
Anti-COVID-19 drug candidates: A review on potential biological activities of natural products in the management of new coronavirus infection,85099264275
Discovery of Anilino-14-naphthoquinones as Potent EGFR Tyrosine Kinase Inhibitors: Synthesis Biological Evaluation and Comprehensive Molecular Modeling,85131689000
Achieving sustainable development goals through board size and innovation,85117918376
Candida administration worsens uremia-induced gut leakage in bilateral nephrectomy mice an impact of gut fungi and organismal molecules in Uremia,85099933313
HIV DNA persists in hepatocytes in people with HIV-hepatitis B co-infection on antiretroviral therapy,85143973411
Parkinson's disease in the Western Pacific Region,85071345703
Statistical design of experiment-based formulation development and optimization of 3D printed oral controlled release drug delivery with multi target product profile,85112848942
Polymeric materials and films in dentistry: An overview,85048013035
Fluorescent Janus ring siloxanes for detection of Au(III) and L-cysteine,85139315499
ALMA 200 pc Resolution Imaging of Smooth Cold Dusty Disks in Typical z ∼ 3 Star-forming Galaxies,85074134520
Cyclodextrin-based formulation of carbonic anhydrase inhibitors for ocular delivery – A review,85111609555
Effect of Vagus Nerve Stimulation on Attention and Working Memory in Neuropsychiatric Disorders: A Systematic Review,85127042383
Comments on Non-invertible Symmetries in Argyres-Douglas Theories,85165598295
Revealing the impacts of oxygen defects on Zn2+ storage performance in V2O5,85121723788
Increased Oxidative Stress Toxicity and Lowered Antioxidant Defenses in Temporal Lobe Epilepsy and Mesial Temporal Sclerosis: Associations with Psychiatric Comorbidities,85086166825
Sepsis Encephalopathy Is Partly Mediated by miR370-3p-Induced Mitochondrial Injury but Attenuated by BAM15 in Cecal Ligation and Puncture Sepsis Male Mice,85129848777
Travel Tales of a Worldwide Weed: Genomic Signatures of Plantago major L. Reveal Distinct Genotypic Groups With Links to Colonial Trade Routes,85133460168
Identification and validation of a novel ferroptosis-related gene signature for prognosis and potential therapeutic target prediction in cholangiocarcinoma,85147172810
Intranasal corticosteroids for non-allergic rhinitis,85074550670
Flexible cotton-AuNP thread electrode for non-enzymatic sensor of uric acid in urine,85115654873
A taxonomic re-assessment of the widespread oriental bumblebee Bombus flavescens (Hymenoptera Apidae),85165188647
The impact of phosphate lowering agents on clinical and laboratory outcomes in chronic kidney disease patients: a systematic review and meta-analysis of randomized controlled trials,85107557582
Exploring bedside clinical features of parkinsonism: A focus on differential diagnosis,85057243328
The immunopathogenic and immunomodulatory effects of interleukin-12 in periodontal disease,85041663017
Smart City Thailand: Visioning and Design to Enhance Sustainability Resiliency and Community Wellbeing,85128532772
Ccl-11 or eotaxin-1: An immune marker for ageing and accelerated ageing in neuro-psychiatric disorders,85090219351
Canine Distemper Virus in Tigers (Panthera tigris) and Leopards (P. pardus) in Nepal,85148899280
Methicillin-resistant staphylococcus aureus (MRSA): One health perspective approach to the bacterium epidemiology virulence factors antibiotic-resistance and zoonotic impact,85091276671
Introduction to the Braconidae of the Middle East,85137597048
Mitogenomes provide insight into complex evolutionary history of freshwater and coastal Irrawaddy dolphin (Orcaella brevirostris Gray 1866) in Thailand and Indonesia,85135595125
Early Life Trauma Predicts Affective Phenomenology and the Effects are Partly Mediated by Staging Coupled with Lowered Lipid-Associated Antioxidant Defences,85057095760
Changes in Micro-Phytoplankton Community Structure Due to Seasonal and Inter-Annual Variation in Environmental Parameters at Parangipettai Coastal Water Bay of Bengal,85130502869
Perceptions of the appropriate response to norm violation in 57 societies,85102198866
Immune checkpoint inhibitor: An emerging treatment for head and neck cancer. a primer for the radiologist,85100905088
Characterization and protective effects of lytic bacteriophage pAh6.2TG against a pathogenic multidrug-resistant Aeromonas hydrophila in Nile tilapia (Oreochromis niloticus),85115650778
Carcinogenic Risk of Pb Cd Ni and Cr and Critical Ecological Risk of Cd and Cu in Soil and Groundwater around the Municipal Solid Waste Open Dump in Central Thailand,85126080529
Exploring the impact of flavonoids on symptoms of depression: A systematic review and meta-analysis,85117277025
Antimicrobial products: An important feature of lab and their applications,85077592039
Multifunctional bacterial cellulose-gelatin containing mangosteen extract films with improved antibacterial and anticancer properties,85133155960
Immune-Regulatory and Molecular Effects of Antidepressants on the Inflamed Human Keratinocyte HaCaT Cell Line,85105851194
Setting Conservation Priorities for Marine Sharks in China and the Association of Southeast Asian Nations (ASEAN) Seas: What Are the Benefits of a 30% Conservation Target?,85134030000
Simple controllable and environmentally friendly synthesis of FeCoNiCuZn-based high-entropy alloy (HEA) catalysts and their surface dynamics during nitrobenzene hydrogenation,85124322451
Multilocus Sequence Typing and Virulence Potential of Vibrio parahaemolyticus Strains Isolated from Aquatic Bird Feces,85133214239
Rhizobia genome: Diversity comparation evolution and function,85161131598
The Potential Use of Functional Ingredients with Probiotics as Immunostimulants,85163481442
Speculation of nano-gap sensor for DNA sequencing technology: A review on synthetic nanopores,85060277158
Development of CoMo-X catalysts for production of H2and CNTs from biogas by integrative process,85133684678
Effect of Smilax spp. and Phellinus linteus combination on cytotoxicity and cell proliferation of breast cancer cells,85160914246
European Position Paper on Rhinosinusitis and Nasal Polyps 2020,85079830392
Cytomegalovirus infection in liver-transplanted children,85125268124
Morphologically Normal-Appearing Adrenal Glands as a Prevalent Source of Aldosterone Production in Primary Aldosteronism,85132453172
Advances in wood drying research and development,85158968880
Utilization of Cratoxylum formosum crude extract for synthesis of ZnO nanosheets: Characterization biological activities and effects on gene expression of nonmelanoma skin cancer cell,85088649520
Diversity and antimicrobial susceptibility profiles of Aeromonas spp. isolated from diseased freshwater fishes in Thailand,85130381692
In schizophrenia immune-inflammatory pathways are strongly associated with depressive and anxiety symptoms which are part of a latent trait which comprises neurocognitive impairments and schizophrenia symptoms.,85103662149
Lowered oxygen saturation and increased body temperature in acute COVID-19 largely predict chronic fatigue syndrome and affective symptoms due to Long COVID: A precision nomothetic approach,85140622721
A taxonomic revision of Boiga multomaculata (Boie 1827) and B. ochracea (Theobald 1868) with the description of a new subspecies (Squamata Serpentes Colubridae),85162273383
Dissemination of Resistance and Virulence Determinants in Methicillin-Resistant Staphylococcus aureus During Colonization and Disease: A Review,85064275856
ALMA 1.3 mm Survey of Lensed Submillimeter Galaxies Selected by Herschel: Discovery of Spatially Extended SMGs and Implications,85102714539
Protein deamidation to produce processable ingredients and engineered colloids for emerging food applications,85107049387
Revisiting the tectonic evolution of the Triassic Palaeo-Tethys convergence zone in northern Thailand inferred from detrital zircon U-Pb ages,85092629623
The prefrontal cortex hemodynamic responses to dual-task paradigms in older adults: A systematic review and meta-analysis,85165033462
Metal Concentrations and Source Apportionment of PM2.5in Chiang Rai and Bangkok Thailand during a Biomass Burning Season,85089011910
Unraveling haplotype diversity of the apical membrane antigen-1 gene in Plasmodium falciparum populations in Thailand,85046800661
Paraoxonase 1 status is a major Janus-faced component of mild and moderate acute ischemic stroke and consequent disabilities,85159688153
Lipopolysaccharide-enhanced responses against aryl hydrocarbon receptor in fcgriib-deficient macrophages a profound impact of an environmental toxin on a lupus-like mouse model,85104279249
Super-natural fears,85110220977
Thermal and barrier properties of nanocomposites prepared from poly(butylene succinate) reinforced with ZnO-decorated graphene,85167426345
Global Perspectives on Immunization Against SARS-CoV-2 During Pregnancy and Priorities for Future Research: An International Consensus Paper From the World Association of Infectious Diseases and Immunological Disorders,85122478108
Periosteum-derived Micrografts for bone regeneration,85159558811
Executive summary thai pulmonary hypertension guidelines 2020,85104647984
Dual DNA barcoding for the molecular identification of the agents of invasive fungal infections,85069776717
Is Dual-Task Performance in Athletes Better Than That in Non-Athletes? Why Is it Important to Elite Coaches?,85143854507
Metagenomic insights into microbial diversity in a groundwater basin impacted by a variety of anthropogenic activities,85069680020
Impact of Nanomaterials in Plant Systems,85085418896
Diversity and distribution of harmful microalgae in the Gulf of Thailand assessed by DNA metabarcoding,85108005514
Managing prolific sows in tropical environments,85144048316
Digital-Twins towards Cyber-Physical Systems: A Brief Survey,85139497768
Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds,85096172220
Board gender diversity corporate social commitment and sustainability,85132160392
Immunogenicity and Risk Factors Associated with Poor Humoral Immune Response of SARS-CoV-2 Vaccines in Recipients of Solid Organ Transplant: A Systematic Review and Meta-Analysis,85128101976
Week 96 results of the randomized multicentre Maraviroc Switch (MARCH) study,85023622769
Hibiscus sabdariffa Extract Protects HaCaT Cells against Phenanthrene-Induced Toxicity through the Regulation of Constitutive Androstane Receptor/Pregnane X Receptor Pathway,85138416154
Extensive Lensing Survey of Optical and Near-infrared Dark Objects (El Sonido): HST H-faint Galaxies behind 101 Lensing Clusters,85120780884
Investigating the role of the carbon storage regulator A (CsrA) in Leptospira spp.,85121317653
Whole genome sequencing identifies genetic variants associated with co-trimoxazole hypersensitivity in Asians,85092363324
A German AWMF's S2e/realist synthesis and meta-narrative snapshot of craniomaxillofacial manifestations in COVID-19 patients: Rapid living update on 1 January 2021,85101258866
Microsporidia a Highly Adaptive Organism and Its Host Expansion to Humans,85133260370
Simultaneous production of hydrogen and carbon nanotubes from biogas over mono-and bimetallic catalyst,85133652336
Cell-penetrating peptides containing the progesterone receptor polyproline domain inhibits EGF signaling and cell proliferation in lung cancer cells,85125612950
Increased Lipid Peroxidation and Lowered Antioxidant Defenses Predict Methamphetamine Induced Psychosis,85142447532
Genome-wide association study for salinity tolerance at the flowering stage in a panel of rice accessions from Thailand,85060371673
HIV rapidly targets a diverse pool of CD4+ T cells to establish productive and latent infections,85149625445
Stasis and diversity in living fossils: Species delimitation and evolution of lingulid brachiopods,85133702185
Reshaping the Management of Allergic Rhinitis in Primary Care: Lessons from the COVID-19 Pandemic,85140930713
The human–primate interface in the New Normal: Challenges and opportunities for primatologists in the COVID-19 era and beyond,85088104818
Endophytic actinomycetes: Secondary metabolites and genomic approaches,85153334673
Immune-inflammatory oxidative stress and biochemical biomarkers predict short-term acute ischemic stroke death,85063057623
The Design and Synthesis of a New Series of 123-Triazole-Cored Structures Tethering Aryl Urea and Their Highly Selective Cytotoxicity toward HepG2,85129400903
Individual participant data meta-analysis to compare EPDS accuracy to detect major depression with and without the self-harm item,85150003425
Lowered Antioxidant Defenses and Increased Oxidative Toxicity Are Hallmarks of Deficit Schizophrenia: a Nomothetic Network Psychiatry Approach,85089108920
The first evidence of blaCTX-M-55 QnrVC5 and novel insight into the genome of MDR Vibrio vulnificus isolated from Asian sea bass (Lates calcarifer) identified by resistome analysis,85150871899
Ca-EDTA restores the activity of ceftazidime-avibactam or aztreonam against carbapenemase-producing Klebsiella pneumoniae infections,85164719438
Evolution of multidrug resistance in plasmodium falciparum: A longitudinal study of genetic resistance markers in the greater mekong subregion,85119422974
Technical insights into carbon dioxide sequestration by microalgae: A biorefinery approach towards sustainable environment,85125270979
Global diversity of the gene encoding the Pfs25 protein—a Plasmodium falciparum transmission-blocking vaccine candidate,85118722061
Evaluating the Expression and Prognostic Value of Genes Encoding Microtubule-Associated Proteins in Lung Cancer,85143763470
Molecular detection of Trypanosoma (Trypanosomatidae) in bats from Thailand with their phylogenetic relationships,85124651163
Molecular identification and genetic diversity of Bartonella spp. in 24 bat species from Thailand,85119492588
Cellular senescence in liver fibrosis: Implications for age-related chronic liver diseases,85117592725
The current status of Aureobasidium pullulans in biotechnology,85032486080
Levodopa Dose Equivalency in Parkinson's Disease: Updated Systematic Review and Proposals,85158833251
Proteomic analysis of adult Schistosoma mekongi somatic and excretory-secretory proteins,85074422250
Viral rebound kinetics correlate with distinct hiv antibody features,85102124477
NiS2/FeS Heterostructured Nanoflowers for High-Performance Sodium Storage,85152775132
Chemical modification of enveloped viruses for biomedical applications,85056327098
Using environmental DNA to better inform decision making around decommissioning alternatives for offshore oil and gas infrastructure,85168156166
Present and Future Surveillance of Antimicrobial Resistance in Animals: Principles and Practices,85060371161
How Microbiomes Affect Skin Aging: The Updated Evidence and Current Perspectives,85133201944
Endotypes of Chronic Rhinosinusitis Across Ancestry and Geographic Regions,85049849567
Nationwide surveillance and molecular characterization of critically drug-resistant gram-negative bacteria: Results of the research university network Thailand study,85112850482
Adaptation and Construct Validity Evaluation of a Tablet-Based Short Neuropsychological Test Battery for Use With Adolescents and Young Adults Living With HIV in Thailand,85136720059
We Move or Are We Moved? Unpicking the Origins of Voluntary Movements to Better Understand Semivoluntary Movements,85125844982
Effects of Groundwater Extraction and River Regulation on Coastal Freshwater Resources,85166141152
Transformative Leadership and Innovative Behavior in Medical Education: Mediating Effects of Psychological Empowerment and Creative Self-Efficacy,85162942442
Transcriptomic analysis of red-spotted grouper nervous necrosis virus infected Asian seabass Lates calcarifer (Bloch 1790),85094964188
New product development processes for iot-enabled home use medical devices: A systematic review,85102682432
Global guideline for the diagnosis and management of the endemic mycoses: an initiative of the European Confederation of Medical Mycology in cooperation with the International Society for Human and Animal Mycology,85122487727
Direct Correlation of Nanoscale Morphology and Device Performance to Study Photocurrent Generation in Donor-Enriched Phases of Polymer Solar Cells,85087110919
f-block MOFs: A Pathway to Heterometallic Transuranics,85144196217
Isolation of Oral Bacteria Measurement of the C-Reactive Protein and Blood Clinical Parameters in Dogs with Oral Tumor,85152100183
Vortex assisted dispersive liquid–liquid microextraction based on low transition temperature mixture solvent for the HPLC determination of pyrethroids in water samples: Experimental study and COSMO-RS,85114110268
How to spot ocular abnormalities in progressive supranuclear palsy? A practical review,85069180565
Microbiomes of Healthy and Bleached Corals During a 2016 Thermal Bleaching Event in the Andaman Sea of Thailand,85125855142
Human papillomavirus 16 L1 gene methylation as a potential biomarker for predicting anal intraepithelial neoplasia in men who have sex with men (MSM),85114307211
Poverty Somatisation Tendency and Potency in Low-Income Adolescent Groups of India and Israel: Explorations from the Field,85166631124
Profiling the most elderly parkinson's disease patients: Does age or disease duration matter?,85122212123
From phylogeny to protein dynamics: A computational hierarchical quest for potent drug identification against an emerging enteropathogen “Yersinia enterocolitica”,85048709924
Recent developments on bismuth oxyhalides (BiOX; X = Cl Br I) based ternary nanocomposite photocatalysts for environmental applications,85107928247
Applications of neutron computed tomography to thermal-hydraulics research,85130381945
Pediatric Versus Adult Chronic Rhinosinusitis,85086051674
An integrative computational approach for the identification of dual inhibitors of isocitrate dehydrogenase 1 and 2 from phytocompounds of Phyllantus amarus,85167699718
Analysis of the Zika and Japanese Encephalitis Virus NS5 Interactomes,85068372171
Hydroclimate variability of central Indo-Pacific region during the Holocene,85099214634
Relevance of ω-6 GLA Added to ω-3 PUFAs Supplements for ADHD: A Narrative Review,85137125892
Immunogenicity studies of plant-produced sars-cov-2 receptor binding domain-based subunit vaccine candidate with different adjuvant formulations,85111050451
Downstream components of the calmodulin signaling pathway in the rice salt stress response revealed by transcriptome profiling and target identification,85058555067
Fundamentals of electrospinning and safety,85138431848
Norcycloartocarpin targets Akt and suppresses Akt-dependent survival and epithelial-mesenchymal transition in lung cancer cells,85112776897
Increased nitro-oxidative stress toxicity as a major determinant of increased blood pressure in mood disorders,85091195142
Unveiling the anticancer antimicrobial antioxidative properties and UPLC-ESI-QTOF-MS/ GC–MS metabolite profile of the lipophilic extract of siam weed (Chromolaena odorata),85151617010
Effect of CoMo metal loading on H2 and CNTs production from biogas by integrative process,85133691726
Mesenchymal stem cell-based bone tissue engineering for veterinary practice,85075517053
Review of Non-Thermal Plasma Technology for Hydrogenation of Vegetable Oils and Biodiesel,85161918440
Lactiplantibacillus plantarum dfa1 outperforms enterococcus faecium dfa1 on anti-obesity in high fat-induced obesity mice possibly through the differences in gut dysbiosis attenuation despite the similar anti-inflammatory properties,85121651730
Mycosporine-Like Amino Acids as Multifunctional Secondary Metabolites in Cyanobacteria: From Biochemical to Application Aspects,85052494724
The hidden side of cosmic star formation at z > 3: Bridging optically dark and Lyman-break galaxies with GOODS-ALMA,85151143603
Anxiety disorders: Sex differences in serotonin and tryptophan metabolism,85059249347
Whole genome sequence of pan drug-resistant clinical isolate of Acinetobacter baumannii ST1890,85126173538
Laccases from Marine Organisms and Their Applications in the Biodegradation of Toxic and Environmental Pollutants: a Review,85049891701
